employee_id,age,gender,department,job_level,tenure,manager_id,salary,salary_position_pct,performance_score,manager_score,absenteeism_days,training_hours,promotion_last_2y,internal_mobility,workload_index,team_size,remote_ratio,low_performance_risk
259,59,Male,Finance,Lead,9.3,89,80479,0.3,3,1.0,6,47.0,0,0,90,8,0.27,1
260,59,Male,Marketing,Mid,5.9,10,66185,0.23,3,4.0,1,32.0,0,0,70,11,0.39,1
261,29,Female,Data,Junior,2.8,53,74928,0.5,4,3.0,11,26.0,1,0,86,14,0.28,1
262,48,Female,Data,Mid,5.6,79,52413,0.54,4,3.0,1,,1,0,31,6,0.23,0
263,48,Male,Data,Mid,1.6,59,30208,0.65,3,1.0,5,58.0,1,0,99,14,0.81,1
264,55,Male,Data,Lead,1.8,22,58455,0.39,1,5.0,6,9.0,0,0,60,13,0.64,1
265,42,Female,Data,Mid,7.8,51,74681,0.12,2,5.0,5,24.0,0,1,52,8,0.57,1
266,51,Male,Data,Lead,3.0,48,53018,0.58,2,3.0,5,56.0,0,0,83,9,0.23,1
267,54,Male,Data,Junior,8.0,21,79219,0.38,5,1.0,3,,0,0,57,3,0.92,1
268,49,Male,Marketing,Lead,8.6,22,70991,0.31,5,1.0,5,14.0,0,0,48,7,0.19,1
269,54,Female,IT,Lead,9.7,98,33080,0.29,2,1.0,2,27.0,0,1,77,6,0.79,1
270,26,Male,HR,Senior,12.4,30,46902,0.63,3,4.0,7,12.0,0,1,31,12,0.97,0
271,40,Female,Finance,Mid,2.8,25,76305,0.13,3,5.0,6,13.0,0,0,40,4,0.73,1
272,25,Male,HR,Junior,1.9,28,34486,0.09,4,5.0,5,65.0,0,0,73,4,0.99,1
273,56,Female,HR,Lead,4.4,65,63862,0.56,4,4.0,4,33.0,1,0,88,4,0.65,0
274,38,Female,IT,Junior,2.3,45,81126,0.75,5,2.0,4,24.0,0,1,88,9,0.22,1
275,49,Male,IT,Senior,4.6,68,83870,0.65,2,4.0,6,53.0,1,0,67,13,0.2,1
276,51,Female,IT,Mid,6.1,7,46158,0.79,3,1.0,11,78.0,1,1,54,13,0.32,1
277,50,Male,Data,Lead,5.8,49,65460,0.17,2,4.0,6,11.0,0,0,50,6,0.01,1
278,27,Female,Marketing,Mid,2.3,9,68856,0.27,1,1.0,4,8.0,0,0,71,8,0.68,1
279,56,Male,Data,Senior,0.9,36,60871,0.54,2,3.0,0,30.0,0,1,65,9,0.27,1
280,58,Male,Marketing,Senior,2.8,83,60208,0.48,1,1.0,5,77.0,0,1,38,11,0.82,1
281,45,Female,Marketing,Junior,0.8,1,45519,0.64,4,5.0,3,52.0,0,0,41,13,0.36,0
282,50,Male,HR,Lead,11.0,10,56379,0.53,4,4.0,2,42.0,1,0,39,4,0.48,0
283,52,Male,HR,Junior,2.1,36,89729,0.69,5,1.0,4,37.0,1,0,88,12,0.97,1
284,56,Female,Marketing,Senior,0.8,73,53378,0.3,2,2.0,5,41.0,0,0,34,14,0.24,1
285,54,Male,Marketing,Mid,0.1,46,64892,0.46,2,3.0,8,71.0,1,0,62,11,0.72,1
286,42,Male,Data,Junior,5.2,32,79353,0.71,1,2.0,2,47.0,0,0,98,13,0.76,1
287,53,Female,Data,Junior,5.1,32,74996,0.74,4,2.0,4,66.0,1,0,92,7,0.22,1
288,44,Female,HR,Mid,2.1,6,39031,0.76,1,2.0,9,65.0,0,0,58,8,0.5,1
289,54,Male,IT,Junior,0.4,48,39536,0.35,4,3.0,2,,0,0,47,8,0.35,0
290,24,Male,Marketing,Mid,2.6,38,25446,0.67,1,3.0,5,15.0,0,0,35,13,0.77,1
291,39,Female,Data,Lead,1.9,17,61683,0.51,4,3.0,6,,1,0,82,5,0.62,0
292,46,Female,HR,Mid,5.7,74,73555,0.6,1,3.0,6,57.0,0,0,61,13,0.48,1
293,52,Male,Data,Lead,4.7,27,77261,0.18,4,2.0,6,27.0,0,0,71,13,0.78,1
294,24,Female,Marketing,Mid,2.3,54,42618,0.69,1,5.0,5,3.0,1,0,76,12,0.24,1
295,45,Male,Marketing,Senior,1.2,50,31587,0.64,2,5.0,5,9.0,1,0,60,9,0.75,1
296,53,Male,Finance,Senior,22.1,35,87790,0.75,5,3.0,5,50.0,0,0,91,9,0.87,0
297,43,Male,IT,Lead,3.0,85,56480,0.66,1,4.0,5,17.0,1,0,85,10,0.88,1
298,44,Male,Finance,Lead,5.8,25,57994,0.58,5,1.0,2,46.0,0,0,40,7,0.78,1
299,23,Male,HR,Senior,0.8,28,45527,0.58,2,4.0,2,31.0,0,0,55,4,0.41,1
300,48,Female,Data,Lead,3.3,15,48569,0.7,2,4.0,7,29.0,0,1,56,5,0.98,1
301,23,Female,HR,Mid,0.1,4,36151,0.6,4,4.0,4,35.0,0,1,86,11,0.38,0
302,47,Female,Marketing,Mid,3.5,93,30558,0.14,5,5.0,5,8.0,0,0,56,8,0.64,1
303,38,Female,Finance,Senior,16.6,73,84174,0.54,3,1.0,2,35.0,0,0,88,10,0.16,1
304,54,Male,Finance,Junior,2.4,27,69739,0.55,4,4.0,4,28.0,0,0,91,10,0.98,0
305,30,Male,Finance,Mid,0.2,26,57954,0.36,5,3.0,6,15.0,1,0,49,7,0.7,0
306,50,Male,HR,Lead,0.2,19,72448,0.78,1,5.0,3,20.0,1,0,32,3,0.75,1
307,47,Male,Marketing,Junior,2.5,92,72327,0.13,1,,6,63.0,0,0,45,8,0.07,1
308,56,Female,Data,Junior,0.9,17,68837,0.29,2,3.0,3,65.0,0,0,73,9,0.76,1
309,46,Male,Data,Mid,0.1,43,60303,0.68,3,4.0,9,58.0,0,1,59,11,0.77,0
310,45,Male,HR,Mid,7.1,41,59700,0.71,1,3.0,0,27.0,1,0,69,4,0.67,1
311,34,Female,Finance,Junior,3.1,42,52500,0.86,5,1.0,2,54.0,0,0,94,14,0.29,1
312,28,Female,IT,Junior,1.7,50,83192,0.33,5,3.0,3,,0,1,58,4,0.49,0
313,57,Female,HR,Senior,11.5,84,27032,0.36,1,4.0,9,32.0,0,0,59,12,0.11,1
314,41,Female,HR,Lead,0.6,40,26252,0.25,5,3.0,4,59.0,0,0,61,3,0.47,1
315,22,Male,Marketing,Senior,15.6,39,30509,0.41,5,5.0,7,40.0,0,0,39,7,0.24,0
316,29,Male,Data,Mid,1.9,23,62842,0.33,2,5.0,6,45.0,1,0,80,4,0.35,1
317,37,Female,HR,Senior,11.0,96,38900,0.49,3,5.0,9,48.0,0,0,37,5,0.16,0
318,35,Male,HR,Senior,4.6,52,87456,0.27,2,2.0,4,64.0,0,0,80,4,0.23,1
319,33,Male,Finance,Senior,8.8,47,39523,0.28,3,5.0,7,41.0,0,0,65,13,0.08,1
320,44,Male,Finance,Senior,20.7,63,26881,0.64,5,5.0,3,22.0,1,0,84,6,0.92,0
321,36,Female,IT,Lead,1.7,97,58037,0.17,3,2.0,5,26.0,0,1,64,13,0.53,1
322,49,Male,Marketing,Lead,16.2,69,26630,0.12,5,5.0,4,,0,0,65,5,0.4,1
323,55,Female,IT,Junior,2.5,43,45789,0.65,5,4.0,2,2.0,0,0,85,11,0.54,0
324,23,Male,Finance,Mid,2.4,48,85547,0.64,2,5.0,1,59.0,1,1,65,12,0.63,1
325,53,Male,Data,Senior,2.1,34,47523,0.58,2,5.0,2,75.0,0,0,90,14,0.92,1
326,44,Male,Finance,Junior,3.9,40,42958,0.64,4,2.0,5,78.0,0,0,91,4,0.18,1
327,43,Female,Marketing,Junior,0.8,75,71151,0.17,1,4.0,5,16.0,1,0,54,9,0.3,1
328,46,Male,Finance,Junior,4.0,61,73920,0.79,4,3.0,5,31.0,1,0,93,13,0.98,0
329,43,Female,Marketing,Lead,3.9,50,68852,0.78,4,1.0,8,6.0,0,0,89,5,0.37,1
330,43,Female,Marketing,Senior,7.2,67,26695,0.34,3,4.0,6,,1,0,86,12,0.02,0
331,27,Female,Marketing,Senior,9.0,62,77410,0.72,5,3.0,3,68.0,0,1,99,10,0.15,0
332,36,Male,Marketing,Mid,2.9,58,39821,0.64,5,4.0,3,57.0,0,0,81,6,0.03,0
333,58,Male,Marketing,Senior,1.8,33,28262,0.45,5,3.0,5,39.0,0,0,85,6,0.99,0
334,54,Male,Data,Senior,1.5,75,26445,0.26,1,,3,47.0,0,0,92,11,0.28,1
335,29,Male,IT,Junior,1.1,16,80415,0.52,3,4.0,2,50.0,0,0,97,13,0.92,0
336,26,Female,HR,Mid,0.3,82,82563,0.85,3,2.0,6,56.0,0,0,49,5,1.0,1
337,25,Female,IT,Senior,2.1,94,41436,0.47,5,4.0,6,70.0,1,0,83,9,0.6,0
338,27,Female,Marketing,Lead,1.6,48,34949,0.69,4,4.0,6,36.0,1,0,30,3,0.03,0
339,53,Male,Data,Senior,17.0,10,79722,0.58,1,3.0,6,74.0,0,0,39,9,0.08,1
340,51,Female,Finance,Junior,4.1,82,48963,0.44,4,1.0,7,73.0,0,1,52,12,0.48,1
341,56,Male,Data,Lead,2.1,38,75818,0.88,2,3.0,2,54.0,0,1,80,13,0.41,1
342,37,Female,Marketing,Junior,4.3,19,54932,0.36,3,5.0,7,40.0,0,0,53,4,0.61,0
343,34,Male,Data,Senior,0.7,36,31901,0.26,3,4.0,4,19.0,0,0,42,14,0.44,1
344,51,Male,Data,Lead,2.9,59,76937,0.55,4,4.0,5,32.0,0,0,58,8,0.93,0
345,40,Female,Marketing,Mid,4.9,63,58487,0.69,1,2.0,5,39.0,0,1,87,11,0.53,1
346,38,Female,Data,Mid,3.4,77,33597,0.27,3,3.0,5,33.0,0,0,72,8,0.69,1
347,40,Female,HR,Lead,2.6,46,89095,0.59,4,2.0,4,61.0,1,0,39,5,0.9,1
348,49,Female,HR,Lead,25.5,3,89508,0.27,1,4.0,4,18.0,1,1,60,3,0.15,1
349,47,Male,Data,Junior,10.6,74,88909,0.56,4,3.0,3,42.0,0,0,43,14,0.23,0
350,58,Female,Finance,Lead,4.9,65,31855,0.56,1,3.0,3,68.0,0,1,63,14,0.11,1
351,47,Female,Marketing,Junior,4.2,91,43678,0.45,5,5.0,7,62.0,0,0,46,6,0.14,0
352,44,Female,HR,Senior,4.8,8,33263,0.19,1,5.0,5,9.0,0,0,50,6,0.51,1
353,30,Male,Finance,Junior,1.1,51,88293,0.64,2,1.0,4,12.0,0,0,96,10,0.32,1
354,33,Male,Data,Lead,2.5,81,72288,0.26,5,,9,4.0,0,1,87,12,0.42,1
355,22,Female,Finance,Lead,0.2,73,84397,0.72,4,3.0,5,57.0,0,0,37,12,0.98,0
356,22,Male,IT,Senior,3.2,6,50805,0.36,5,5.0,5,58.0,0,0,67,9,0.16,0
357,55,Female,HR,Lead,3.9,89,51143,0.2,5,1.0,6,75.0,0,0,55,12,0.54,1
358,53,Male,Data,Lead,1.3,39,36874,0.48,4,4.0,6,,0,1,93,9,0.1,0
359,46,Male,Marketing,Mid,16.6,60,52529,0.33,4,5.0,6,76.0,0,0,59,9,0.32,0
360,22,Male,Data,Mid,12.0,28,45866,0.95,2,3.0,4,14.0,1,0,38,14,0.53,1
361,37,Male,Marketing,Senior,6.4,97,39079,0.74,4,4.0,3,76.0,1,1,61,4,0.95,0
362,26,Female,Data,Junior,3.8,54,74850,0.18,3,3.0,4,0.0,0,1,40,11,0.39,1
363,43,Female,Finance,Mid,10.2,37,32243,0.61,3,4.0,5,37.0,0,0,63,8,0.06,0
364,50,Female,Finance,Junior,0.7,9,54872,0.62,2,3.0,2,52.0,1,0,47,4,0.39,1
365,24,Male,Finance,Lead,7.8,82,34018,0.26,1,5.0,6,51.0,0,0,48,3,0.15,1
366,33,Female,IT,Mid,0.7,56,80070,0.66,1,5.0,0,0.0,1,0,83,13,0.23,1
367,47,Female,Marketing,Senior,7.9,59,74500,0.62,3,1.0,9,10.0,0,0,66,3,0.62,1
368,37,Female,Finance,Senior,1.6,85,79526,0.26,4,4.0,3,57.0,1,0,41,3,0.07,1
369,58,Male,IT,Senior,10.5,2,37100,0.32,2,1.0,10,39.0,1,0,33,6,0.46,1
370,43,Male,Marketing,Mid,14.4,61,82021,0.48,1,2.0,4,59.0,0,0,72,6,0.61,1
371,50,Male,Data,Junior,0.8,58,74459,0.74,1,5.0,4,43.0,0,0,56,14,0.42,1
372,35,Female,IT,Lead,3.1,60,44800,0.31,5,4.0,7,5.0,0,0,80,11,0.02,0
373,49,Female,HR,Junior,19.8,40,87590,0.9,3,1.0,5,27.0,0,0,34,14,0.99,1
374,26,Female,IT,Junior,3.3,36,88400,0.76,4,1.0,4,30.0,0,1,35,14,0.37,1
375,51,Male,IT,Lead,10.0,37,51910,0.6,2,2.0,10,7.0,0,0,85,3,0.78,1
376,26,Male,Marketing,Lead,4.4,79,54437,0.13,1,1.0,5,4.0,0,0,97,5,0.33,1
377,33,Female,Data,Mid,2.4,92,62588,0.72,5,3.0,7,53.0,0,0,73,5,0.48,0
378,37,Male,HR,Mid,1.7,18,36001,0.67,3,5.0,3,16.0,1,0,44,10,0.39,0
379,47,Male,Finance,Mid,1.1,98,71675,0.13,3,,4,37.0,0,1,71,4,0.34,1
380,47,Male,Finance,Mid,7.2,63,44942,0.17,2,1.0,3,8.0,0,0,40,8,0.02,1
381,42,Male,IT,Mid,2.4,22,45862,0.64,1,2.0,2,73.0,0,0,40,13,0.36,1
382,57,Female,Marketing,Lead,3.6,11,36669,0.71,2,3.0,3,77.0,0,0,95,6,0.89,1
383,54,Male,Marketing,Junior,3.4,58,80683,0.58,2,1.0,6,13.0,0,1,56,12,0.69,1
384,51,Male,Finance,Mid,4.3,57,78772,0.46,5,5.0,7,25.0,1,0,87,8,0.15,0
385,58,Male,HR,Mid,10.0,77,40916,0.72,3,5.0,5,61.0,0,0,50,7,0.59,0
386,44,Male,Data,Junior,19.7,4,35878,0.68,4,1.0,3,24.0,0,0,50,14,0.89,1
387,31,Female,HR,Mid,2.6,86,27985,0.24,3,3.0,3,79.0,0,0,30,11,0.7,1
388,26,Female,Data,Junior,8.8,7,57369,0.85,3,5.0,7,35.0,0,0,87,11,0.15,0
389,57,Male,Finance,Junior,7.2,61,33112,0.44,5,5.0,3,79.0,1,0,42,3,0.87,0
390,55,Male,Data,Lead,4.3,54,66235,0.55,4,3.0,4,32.0,0,0,35,5,0.3,0
391,52,Male,Marketing,Senior,15.6,88,43931,0.55,1,3.0,7,2.0,0,0,87,3,0.45,1
392,31,Male,IT,Lead,1.1,68,52340,0.7,4,1.0,4,10.0,0,0,46,8,0.53,1
393,40,Male,IT,Senior,0.6,92,25336,0.74,1,4.0,2,57.0,1,0,41,14,0.85,1
394,53,Male,Finance,Senior,9.6,79,67933,0.4,4,2.0,3,63.0,0,0,81,5,0.93,1
395,22,Female,Marketing,Senior,2.9,1,44363,0.48,2,4.0,2,17.0,1,0,99,3,0.93,1
396,26,Male,HR,Mid,9.4,55,70536,0.84,4,4.0,8,46.0,0,0,81,8,0.01,0
397,25,Female,Marketing,Lead,11.2,3,28968,0.32,5,5.0,6,43.0,0,1,66,7,0.92,0
398,37,Female,IT,Senior,0.3,78,58678,0.91,1,,12,58.0,0,0,32,14,0.05,1
399,45,Male,IT,Junior,10.7,38,76148,0.65,3,5.0,4,49.0,0,0,37,14,0.27,0
400,37,Female,Marketing,Mid,3.0,1,73400,0.61,5,2.0,3,68.0,0,0,39,10,0.51,1
401,23,Female,Marketing,Lead,3.6,38,41279,0.42,1,1.0,1,28.0,0,0,76,4,0.48,1
402,49,Female,IT,Senior,4.9,85,28129,0.49,1,2.0,6,66.0,0,0,70,10,0.6,1
403,53,Female,HR,Junior,13.0,29,63215,0.63,3,5.0,2,1.0,1,0,93,14,0.48,0
404,48,Female,Finance,Lead,0.1,5,63897,0.76,2,5.0,4,24.0,0,0,71,7,0.93,1
405,41,Female,Finance,Lead,3.2,74,30850,0.07,5,5.0,4,18.0,0,1,72,10,0.24,1
406,45,Male,Marketing,Mid,5.8,92,45588,0.19,3,5.0,5,39.0,0,0,38,14,0.27,1
407,33,Female,Finance,Lead,6.4,21,65214,0.16,3,4.0,4,1.0,0,0,43,12,0.92,1
408,56,Female,IT,Mid,5.9,71,36949,0.8,2,1.0,5,64.0,0,1,33,6,0.08,1
409,54,Female,IT,Senior,0.7,67,33519,0.24,5,4.0,7,61.0,0,0,31,6,0.61,1
410,54,Male,Marketing,Mid,1.8,47,51375,0.29,3,5.0,6,53.0,0,1,30,12,0.68,1
411,58,Female,Marketing,Junior,2.2,84,58082,0.54,2,,4,44.0,0,0,94,6,0.51,1
412,33,Male,Marketing,Mid,8.2,83,36737,0.47,5,4.0,5,48.0,0,0,75,13,0.69,0
413,24,Female,HR,Junior,1.6,35,26134,0.49,4,5.0,3,68.0,1,0,88,8,0.17,0
414,22,Male,Finance,Mid,1.2,68,35938,0.98,1,5.0,1,37.0,0,1,36,6,0.85,1
415,54,Male,Marketing,Lead,15.8,69,79028,0.37,2,1.0,4,3.0,0,1,95,11,0.14,1
416,31,Female,Data,Senior,0.0,1,49486,0.19,1,2.0,5,16.0,1,0,44,11,0.4,1
417,50,Female,Data,Junior,30.6,68,73356,0.46,4,4.0,6,52.0,0,0,76,5,0.08,0
418,34,Male,IT,Mid,5.6,12,51096,0.98,3,4.0,4,52.0,0,0,69,9,0.55,0
419,33,Female,Finance,Mid,8.8,60,66115,0.29,3,4.0,5,30.0,0,0,71,14,0.67,1
420,52,Male,Marketing,Mid,1.7,27,30592,0.14,5,5.0,7,21.0,1,1,80,7,0.94,1
421,23,Male,Data,Lead,0.1,56,43108,0.43,2,1.0,5,10.0,1,0,64,14,0.74,1
422,56,Male,Finance,Lead,6.7,23,77495,0.84,2,5.0,5,33.0,1,0,70,11,0.54,1
423,44,Male,IT,Junior,9.0,25,42270,0.43,5,5.0,9,14.0,0,1,86,4,0.93,0
424,38,Male,HR,Junior,6.7,21,52649,0.63,1,3.0,3,9.0,0,1,67,5,0.48,1
425,47,Female,Finance,Lead,0.8,61,35997,0.55,3,1.0,5,52.0,0,0,37,12,0.56,1
426,29,Male,Finance,Junior,7.0,63,58489,0.43,3,,3,47.0,0,0,92,7,0.6,0
427,50,Male,HR,Senior,7.3,52,81830,0.74,2,2.0,5,30.0,1,1,33,14,0.41,1
428,47,Female,Finance,Senior,5.4,88,34104,0.63,2,4.0,4,36.0,0,0,77,7,0.84,1
429,31,Male,IT,Lead,7.3,25,77509,0.55,5,5.0,3,27.0,0,0,81,12,0.19,0
430,47,Female,IT,Junior,9.4,55,25870,0.56,4,1.0,7,30.0,1,0,67,14,0.55,1
431,55,Female,HR,Mid,4.8,46,53684,0.87,1,1.0,5,69.0,1,1,34,9,0.72,1
432,28,Female,Marketing,Senior,0.5,32,64519,0.26,4,1.0,3,13.0,0,0,99,10,0.9,1
433,25,Male,Data,Lead,3.3,55,74649,0.6,4,3.0,3,15.0,0,0,53,10,0.88,0
434,32,Male,Marketing,Junior,0.4,96,59524,0.19,2,4.0,6,24.0,0,0,46,3,0.51,1
435,50,Male,Finance,Lead,2.6,5,55957,0.42,2,3.0,7,38.0,0,1,55,3,0.64,1
436,57,Female,Data,Mid,2.6,36,58885,0.16,2,2.0,7,65.0,0,0,32,5,0.39,1
437,46,Male,HR,Senior,0.3,49,69369,0.77,4,5.0,4,37.0,0,1,31,3,0.47,0
438,42,Female,HR,Lead,2.1,58,60596,0.44,1,3.0,4,40.0,1,0,31,3,0.91,1
439,57,Male,Data,Lead,0.6,39,54866,0.75,2,3.0,1,39.0,0,1,51,12,0.93,1
440,31,Female,IT,Lead,8.3,80,55676,0.33,3,5.0,4,63.0,0,1,33,10,0.9,0
441,58,Male,Data,Mid,14.8,97,89093,0.64,1,1.0,3,15.0,0,1,67,3,0.14,1
442,30,Male,Finance,Lead,0.4,85,72764,0.55,3,,2,76.0,0,1,99,11,0.85,0
443,45,Male,IT,Mid,15.5,61,75799,0.35,1,4.0,6,58.0,0,0,81,4,0.95,1
444,56,Female,HR,Mid,3.7,9,38878,0.45,2,5.0,2,10.0,1,0,60,11,0.36,1
445,56,Female,Data,Mid,1.8,6,64760,0.57,5,1.0,6,0.0,1,1,55,9,0.52,1
446,57,Male,Marketing,Senior,0.4,35,52559,0.4,2,5.0,6,12.0,0,1,65,11,0.78,1
447,39,Male,Marketing,Senior,3.5,39,71546,0.72,4,3.0,6,29.0,1,0,55,5,0.56,0
448,53,Female,Finance,Lead,7.9,22,31771,0.43,4,2.0,6,68.0,0,0,57,3,0.99,1
449,45,Female,Marketing,Lead,6.1,41,41526,0.25,1,3.0,6,17.0,0,0,34,3,0.46,1
450,44,Female,Data,Senior,0.3,5,54896,0.71,4,2.0,5,77.0,0,0,47,13,0.71,1
451,53,Male,Data,Junior,0.4,42,56923,0.64,2,5.0,7,12.0,1,0,44,12,0.79,1
452,58,Female,Marketing,Senior,2.6,87,76913,0.91,3,4.0,7,31.0,0,1,86,8,0.49,0
453,33,Male,Data,Mid,1.7,81,61203,0.59,2,5.0,9,70.0,0,0,34,9,0.86,1
454,34,Female,Finance,Senior,1.3,76,64390,0.7,1,1.0,5,71.0,1,0,66,11,0.55,1
455,44,Male,IT,Mid,1.6,87,37852,0.83,4,5.0,4,49.0,0,0,51,8,0.41,0
456,46,Female,Finance,Lead,8.1,80,72574,0.4,3,2.0,7,70.0,0,0,81,7,0.11,1
457,56,Female,Finance,Junior,13.2,67,68391,0.35,5,3.0,5,79.0,0,0,44,4,0.39,0
458,51,Female,Data,Lead,2.6,30,88155,0.26,3,4.0,5,30.0,0,0,46,4,0.73,1
459,38,Female,IT,Mid,11.8,57,81221,0.35,3,5.0,4,50.0,0,0,80,10,0.92,0
460,41,Female,Data,Mid,1.9,86,78664,0.54,2,5.0,9,26.0,0,0,74,3,0.25,1
461,46,Male,HR,Mid,3.2,73,26848,0.13,5,3.0,5,59.0,1,0,92,10,0.36,1
462,43,Female,Data,Junior,1.3,29,56027,0.77,1,4.0,6,32.0,0,0,57,13,0.15,1
463,34,Female,Data,Senior,5.1,37,60464,0.56,1,5.0,0,52.0,0,0,88,12,0.69,1
464,40,Female,Data,Lead,19.3,87,59485,0.35,3,5.0,6,71.0,0,0,50,13,0.96,0
465,57,Male,IT,Lead,4.6,13,87830,0.56,3,2.0,8,32.0,1,1,71,9,0.64,1
466,33,Female,Data,Senior,2.2,32,44456,0.48,4,2.0,4,40.0,1,0,98,9,0.62,1
467,40,Male,IT,Lead,5.2,46,34259,0.34,5,1.0,6,18.0,0,0,46,7,0.55,1
468,33,Female,Marketing,Junior,0.7,23,60554,0.53,3,3.0,3,40.0,0,0,97,5,0.09,0
469,30,Female,HR,Lead,11.0,45,71922,0.38,4,4.0,3,41.0,1,1,36,9,0.73,0
470,28,Male,IT,Mid,3.5,17,38409,0.82,5,,7,22.0,1,0,69,9,0.6,0
471,49,Female,Marketing,Senior,3.0,85,28791,0.85,1,5.0,4,74.0,0,0,69,9,0.66,1
472,35,Male,IT,Junior,4.4,66,50864,0.49,4,1.0,2,32.0,0,0,72,14,0.9,1
473,52,Male,IT,Senior,4.9,6,61639,0.52,5,5.0,1,19.0,0,0,80,13,0.78,0
474,40,Female,HR,Junior,0.4,18,59574,0.82,4,3.0,7,24.0,0,0,52,4,0.78,0
475,37,Male,Finance,Mid,5.7,94,88627,0.26,3,,2,51.0,1,0,61,5,0.93,1
476,26,Female,Finance,Senior,1.4,22,42888,0.45,2,3.0,5,11.0,0,1,60,5,0.99,1
477,56,Female,IT,Lead,6.3,33,44692,0.58,1,1.0,6,31.0,0,0,46,6,0.58,1
478,33,Male,Data,Junior,8.6,30,48501,0.5,3,5.0,7,32.0,0,0,87,14,0.11,0
479,46,Male,Marketing,Senior,8.1,81,38304,0.76,3,1.0,5,73.0,0,0,64,11,0.46,1
480,42,Male,Data,Lead,4.0,32,79200,0.11,5,2.0,5,67.0,0,1,59,12,0.79,1
481,57,Male,Data,Senior,3.7,42,52527,0.96,4,4.0,8,14.0,0,0,93,3,0.03,0
482,44,Female,IT,Senior,0.8,78,82415,0.23,1,5.0,5,50.0,0,0,82,14,0.06,1
483,37,Female,IT,Senior,7.5,10,43074,0.66,3,4.0,6,5.0,0,0,80,9,0.07,0
484,35,Male,IT,Junior,1.6,36,40549,0.44,5,5.0,3,68.0,0,0,66,9,0.73,0
485,52,Female,IT,Lead,3.4,34,54963,0.43,1,4.0,9,68.0,1,1,35,13,0.5,1
486,26,Female,Finance,Mid,1.7,73,50920,0.39,4,2.0,5,34.0,1,1,63,6,0.37,1
487,56,Female,IT,Junior,0.7,28,55826,0.24,3,4.0,5,33.0,0,0,85,13,0.11,1
488,44,Female,Finance,Junior,5.0,11,61071,0.45,3,1.0,7,62.0,1,0,54,3,0.73,1
489,50,Male,Finance,Junior,0.3,78,77265,0.43,3,4.0,4,67.0,0,0,42,5,0.32,0
490,32,Male,IT,Mid,6.9,39,41061,0.81,1,5.0,6,17.0,0,0,92,7,0.27,1
491,39,Female,HR,Lead,1.9,47,83226,0.83,1,3.0,4,25.0,1,0,95,14,0.65,1
492,33,Male,Marketing,Lead,0.0,19,53810,0.08,1,4.0,5,60.0,0,0,34,4,0.56,1
493,30,Male,Data,Lead,3.6,15,85006,0.67,1,4.0,6,77.0,0,0,40,9,0.36,1
494,31,Male,Finance,Senior,0.2,28,82002,0.48,5,4.0,2,73.0,1,1,73,12,0.64,0
495,38,Female,Marketing,Senior,1.6,24,72966,0.65,2,5.0,9,47.0,1,0,98,12,0.27,1
496,59,Female,HR,Senior,6.1,72,47800,0.01,5,4.0,2,71.0,0,1,31,9,0.79,1
497,28,Female,Data,Mid,0.3,9,75656,0.19,3,5.0,5,30.0,1,1,69,14,0.23,1
498,34,Male,Data,Senior,9.1,47,68423,0.5,5,5.0,5,33.0,0,0,66,12,0.16,0
499,30,Female,Finance,Mid,0.0,33,84897,0.73,4,3.0,2,6.0,0,0,78,7,0.78,0
500,48,Female,IT,Lead,1.4,62,66692,0.41,1,1.0,5,6.0,0,1,65,14,0.71,1
501,23,Male,HR,Senior,6.8,97,34940,0.56,4,5.0,10,46.0,0,1,99,12,0.18,0
502,26,Female,Finance,Senior,1.9,19,28924,0.77,4,2.0,2,7.0,0,0,63,8,0.12,1
503,50,Female,HR,Junior,0.5,67,82767,0.32,3,4.0,4,77.0,0,0,87,3,0.84,0
504,58,Male,IT,Mid,2.2,74,53054,0.11,1,2.0,6,0.0,0,0,66,6,0.78,1
505,59,Male,IT,Lead,1.6,40,34783,0.37,4,4.0,7,76.0,0,1,89,6,0.33,0
506,40,Male,Finance,Junior,9.2,47,62253,0.79,3,3.0,7,2.0,0,1,41,13,0.66,0
507,29,Female,IT,Junior,1.9,65,70397,0.53,1,5.0,3,52.0,0,1,61,10,0.12,1
508,22,Female,Marketing,Lead,7.8,29,38233,0.49,2,1.0,6,37.0,1,1,33,4,0.51,1
509,43,Female,Data,Junior,11.1,50,70669,0.81,3,5.0,9,50.0,0,0,62,3,0.02,0
510,38,Male,Finance,Mid,2.8,98,49484,0.54,5,4.0,6,14.0,0,0,72,9,0.39,0
511,28,Male,HR,Mid,12.0,13,50068,0.41,1,1.0,8,66.0,0,0,38,8,0.07,1
512,46,Female,Marketing,Senior,2.4,1,25191,0.67,4,5.0,7,63.0,1,0,80,7,0.48,0
513,25,Female,Finance,Junior,16.6,34,50074,0.51,4,1.0,4,67.0,0,0,49,14,0.42,1
514,57,Male,IT,Senior,0.5,93,29917,0.53,5,4.0,3,,0,1,68,10,0.44,0
515,27,Male,IT,Junior,5.8,48,63599,0.22,5,3.0,10,9.0,0,1,52,13,0.05,1
516,52,Male,IT,Mid,3.4,77,50832,0.77,4,3.0,4,7.0,0,0,70,4,0.36,0
517,40,Male,IT,Mid,2.5,48,67928,0.51,1,5.0,3,11.0,0,0,73,4,0.76,1
518,48,Female,HR,Mid,5.0,49,45706,0.38,3,2.0,10,63.0,0,0,64,11,0.37,1
